ID,品牌,类型,型号,售价(元),京东价(元),峻峰华亭进价(元)
5246c795098e71092800015f,曼牌 Mann,机滤,HU 712/6 x,0.0,99.0,0.0
5246c80b098e7109280001fd,曼牌 Mann,机滤,W 712/90,0.0,80.0,0.0
5246c77a098e71092800014a,曼牌 Mann,机滤,HU 835/1 z,0.0,180.0,0.0
5246c8d4098e710928000237,曼牌 Mann,机滤,W 712/52,0.0,39.0,0.0
5246c7a4098e710928000177,曼牌 Mann,空气滤清器,C 39 219,0.0,188.0,0.0
5246c7a0098e71092800016f,曼牌 Mann,空气滤清器,C 1652/2,0.0,0.0,0.0
5246c7ac098e71092800017e,曼牌 Mann,空气滤清器,C 36 188,0.0,0.0,0.0
5294554e098e7144f90007ce,曼牌 Mann,空气滤清器,C 2295/3,0.0,79.0,0.0
52945552098e7144f9000893,曼牌 Mann,空气滤清器,C 36 188/1,0.0,0.0,0.0
5246c87f098e71092800021e,曼牌 Mann,空气滤清器,C 4287/3,0.0,55.0,0.0
5246c795098e71092800015d,曼牌 Mann,空气滤清器,C 14 130,0.0,89.0,0.0
52a89ae9098e71b2e5000040,曼牌 Mann,空气滤清器,C29 108,0.0,0.0,0.0
528af3ab098e71805900085a,曼牌 Mann,空气滤清器,C 29 012,0.0,0.0,0.0
5246c7ac098e71092800017d,曼牌 Mann,空气滤清器,C 37 153,0.0,44.0,0.0
5246c7f4098e7109280001ed,曼牌 Mann,空气滤清器,C 14 130/1,0.0,89.0,0.0
5246c77a098e710928000149,曼牌 Mann,空气滤清器,C 16 005,0.0,0.0,0.0
528af3ab098e718059000832,曼牌 Mann,空气滤清器,C 30 152,0.0,0.0,0.0
5246c8be098e71092800022e,曼牌 Mann,空气滤清器,C 30 136,0.0,37.0,0.0
528af3ab098e718059000816,曼牌 Mann,空气滤清器,C 2452,0.0,57.0,0.0
5246c89d098e710928000226,曼牌 Mann,空气滤清器,C 31 152/2,0.0,43.0,0.0
528af3c2098e7180590011fc,曼牌 Mann,空气滤清器,C 30 136/1,0.0,0.0,0.0
528af3aa098e7180590007d0,曼牌 Mann,空气滤清器,C 26 108,0.0,0.0,0.0
528af3b2098e718059000ba3,曼牌 Mann,空气滤清器,C 37 153/1,0.0,0.0,0.0
528af3aa098e71805900078a,曼牌 Mann,空气滤清器,C 27 008,0.0,0.0,0.0
5246c89f098e710928000227,曼牌 Mann,空气滤清器,C 26 111,0.0,35.0,0.0
5246c8d4098e710928000236,曼牌 Mann,空气滤清器,C 2998/5 x,0.0,55.0,0.0
5246c7a6098e71092800017a,曼牌 Mann,空气滤清器,C 39 002,0.0,153.0,0.0
5246c7b8098e71092800018e,曼牌 Mann,空气滤清器,C 1882,0.0,233.0,0.0
5246c89b098e710928000222,曼牌 Mann,空气滤清器,C 2852/2,0.0,96.0,0.0
5246c908098e710928000253,曼牌 Mann,空气滤清器,C 30 009,0.0,0.0,0.0
528af399098e718059000009,曼牌 Mann,空气滤清器,C 22 117,0.0,0.0,0.0
528af3a2098e7180590003ec,曼牌 Mann,空气滤清器,C 24 009,0.0,0.0,0.0
5246c8be098e71092800022d,曼牌 Mann,空气滤清器,C 31 152/1,0.0,0.0,0.0
5246c787098e710928000154,曼牌 Mann,空气滤清器,C 27 192/1,0.0,63.0,0.0
5246c795098e71092800015e,曼牌 Mann,空气滤清器,C 35 154,0.0,99.0,0.0
5246c905098e710928000252,曼牌 Mann,空气滤清器,C 2513,0.0,0.0,0.0
5246c77a098e710928000148,曼牌 Mann,空气滤清器,C 17 137/1 n,0.0,120.0,0.0
5246c7a3098e710928000176,曼牌 Mann,空气滤清器,C 32 119,0.0,150.0,0.0
52945550098e7144f900084b,曼牌 Mann,空气滤清器,C 35 154/1,0.0,0.0,0.0
5246c779098e710928000143,曼牌 Mann,空气滤清器,C 16 118,0.0,160.0,0.0
5246c7b6098e71092800018d,曼牌 Mann,空气滤清器,C 26 126,0.0,0.0,0.0
528af3cb098e7180590015c1,曼牌 Mann,空气滤清器,C 39 160/1,0.0,0.0,0.0
5246c8c2098e710928000231,曼牌 Mann,空气滤清器,C 26 121,0.0,0.0,0.0
5246c785098e71092800014e,曼牌 Mann,空气滤清器,C 26 168,0.0,52.0,0.0
528af3ad098e7180590008e8,曼牌 Mann,空气滤清器,C 2256,0.0,28.0,0.0
5246c849098e710928000207,曼牌 Mann,空气滤清器,C 2631,0.0,130.0,0.0
528af3ab098e718059000821,曼牌 Mann,空气滤清器,C 2452/2,0.0,57.0,0.0
5246c7da098e7109280001b8,曼牌 Mann,空气滤清器,C 25 131,0.0,0.0,0.0
5246c7a0098e710928000170,曼牌 Mann,空气滤清器,C 2964,0.0,99.0,58.0
528af3aa098e7180590007aa,曼牌 Mann,空气滤清器,C 3028,0.0,88.0,0.0
5246c7e2098e7109280001c3,曼牌 Mann,空气滤清器,C 1430,0.0,0.0,0.0
5246c823098e710928000202,曼牌 Mann,空气滤清器,C 36 010,0.0,0.0,0.0
528af409098e7180590030f8,曼牌 Mann,空气滤清器,C 3167/1,0.0,0.0,0.0
5246c7e0098e7109280001bf,曼牌 Mann,空气滤清器,C 29 145,0.0,125.0,0.0
528af3aa098e7180590007dc,曼牌 Mann,空气滤清器,C 27 107,0.0,0.0,0.0
528af43a098e71805900461a,曼牌 Mann,空气滤清器,C 26 106,0.0,0.0,0.0
528af43a098e7180590045de,曼牌 Mann,空气滤清器,C 2324,0.0,69.0,0.0
528af3c6098e718059001391,曼牌 Mann,空气滤清器,C 20 005,0.0,0.0,0.0
528af43b098e718059004633,曼牌 Mann,空气滤清器,C 2743,0.0,76.0,0.0
529455ae098e7144f90018bf,曼牌 Mann,空气滤清器,C 4371/2,0.0,0.0,0.0
528af411098e718059003431,曼牌 Mann,空气滤清器,C 25 008,0.0,0.0,0.0
5246c7b8098e71092800018f,曼牌 Mann,空气滤清器,C 1361,113.0,113.0,75.0
5246c79d098e71092800016c,曼牌 Mann,空气滤清器,C 1652/1,0.0,0.0,0.0
5246c7d9098e7109280001b4,曼牌 Mann,空气滤清器,C 26 151,0.0,0.0,0.0
528af430098e71805900418e,曼牌 Mann,空气滤清器,C 2559,0.0,99.0,0.0
52a89b97098e71b2e50009e4,曼牌 Mann,空气滤清器,C1158,0.0,0.0,0.0
5246c843098e710928000204,曼牌 Mann,空气滤清器,C 2469,0.0,93.0,0.0
528af435098e7180590043a1,曼牌 Mann,空气滤清器,C 5082,0.0,0.0,0.0
528af436098e7180590043db,曼牌 Mann,空气滤清器,C 37 100,0.0,0.0,0.0
5246c7cf098e7109280001a5,曼牌 Mann,空气滤清器,C 30 161,0.0,116.0,0.0
5246c868098e71092800021a,曼牌 Mann,空气滤清器,C 16 134/1,0.0,0.0,0.0
5246c79b098e710928000168,曼牌 Mann,空气滤清器,C 1652,0.0,370.0,0.0
528af3f1098e718059002650,曼牌 Mann,空气滤清器,C 34 904,0.0,0.0,0.0
529455ab098e7144f9001802,曼牌 Mann,空气滤清器,C 2240,0.0,115.0,0.0
52a89b53098e71b2e500048b,曼牌 Mann,空气滤清器,C3236,0.0,0.0,0.0
52a89b8d098e71b2e50008f8,曼牌 Mann,空气滤清器,C36 134/1,0.0,0.0,0.0
52a89b54098e71b2e500048f,曼牌 Mann,空气滤清器,C2827,0.0,0.0,0.0
5246c773098e71092800013a,曼牌 Mann,空气滤清器,C 4371/1,0.0,111.0,40.5
5298b9a6098e716daf0015a2,曼牌 Mann,空气滤清器,C 28136/1,0.0,75.0,0.0
5246c775098e710928000141,曼牌 Mann,空气滤清器,C 16 114 x,0.0,238.0,0.0
52a89b89098e71b2e50008e6,曼牌 Mann,空气滤清器,C2677/1,0.0,0.0,0.0
528af414098e71805900358f,曼牌 Mann,空气滤清器,C 28 122,0.0,0.0,0.0
5246c82c098e710928000203,曼牌 Mann,空气滤清器,C 25 117/2,0.0,0.0,0.0
5246c8e1098e71092800023d,曼牌 Mann,空气滤清器,C 3498,0.0,109.0,0.0
5246c773098e71092800013e,曼牌 Mann,空气滤清器,C 32 130,0.0,115.0,0.0
5246c7ac098e71092800017c,曼牌 Mann,空气滤清器,C 25 118/1,0.0,120.0,0.0
5246c851098e71092800020d,曼牌 Mann,空气滤清器,C 2159,0.0,49.0,0.0
5246c7dd098e7109280001be,曼牌 Mann,空气滤清器,C 2433/2,0.0,120.0,0.0
5246c8eb098e710928000244,曼牌 Mann,空气滤清器,C 2569,0.0,120.0,0.0
5246c85a098e710928000219,曼牌 Mann,空气滤清器,C 29 008,0.0,0.0,0.0
52a89b3c098e71b2e5000292,曼牌 Mann,空气滤清器,C29102,0.0,0.0,0.0
5246c964098e71092800026f,曼牌 Mann,空气滤清器,C 3233,0.0,93.0,0.0
5246c7e3098e7109280001c8,曼牌 Mann,空气滤清器,C 25 128,0.0,0.0,0.0
5246c7e6098e7109280001ce,曼牌 Mann,空气滤清器,C 2136/1,0.0,122.5,0.0
5246c8f9098e71092800024e,曼牌 Mann,空气滤清器,C 24 005,0.0,0.0,0.0
5246c810098e7109280001fe,曼牌 Mann,空气滤清器,C 3880,0.0,84.0,0.0
5246c881098e710928000220,曼牌 Mann,空调滤清器,CU 2245,0.0,0.0,0.0
5246c908098e710928000255,曼牌 Mann,空调滤清器,CUK 2226,0.0,0.0,0.0
52a89bae098e71b2e5000ba5,曼牌 Mann,空调滤清器,CU2238,0.0,0.0,0.0
5246c967098e710928000271,曼牌 Mann,空调滤清器,CUK 2043,0.0,119.0,0.0
529455af098e7144f90018e0,曼牌 Mann,空调滤清器,CUK 2940,0.0,135.0,0.0
528af3a0098e718059000319,曼牌 Mann,空调滤清器,CU 2131,0.0,0.0,47.0
5246c964098e710928000270,曼牌 Mann,空调滤清器,CU 2043,0.0,54.0,0.0
5246c799098e710928000165,曼牌 Mann,空调滤清器,CU 2940,0.0,89.0,0.0
5246c8f1098e71092800024a,曼牌 Mann,空调滤清器,CU 1919,0.0,99.0,0.0
529455ff098e7144f9002602,曼牌 Mann,空调滤清器,CUK 3554,0.0,0.0,0.0
528af3e8098e71805900228a,曼牌 Mann,空调滤清器,CUK 1919,0.0,120.0,0.0
529455ae098e7144f90018ab,曼牌 Mann,空调滤清器,CUK 3448,0.0,0.0,0.0
5246c773098e71092800013d,曼牌 Mann,空调滤清器,CU 3448,0.0,88.0,0.0
5246c868098e71092800021d,曼牌 Mann,空调滤清器,CU 2559,0.0,79.0,0.0
529455fe098e7144f90025d2,曼牌 Mann,空调滤清器,CUK 2559,0.0,108.0,0.0
529455d5098e7144f9001efa,曼牌 Mann,空调滤清器,CUK 2622,0.0,0.0,0.0
5246c7e3098e7109280001c7,曼牌 Mann,空调滤清器,CU 2358,0.0,108.0,0.0
5246c8e1098e71092800023f,曼牌 Mann,空调滤清器,CU 5141,0.0,0.0,0.0
5294559d098e7144f9001516,曼牌 Mann,空调滤清器,CUK 5141,0.0,150.0,0.0
5246c774098e710928000140,曼牌 Mann,空调滤清器,CU 2450,0.0,0.0,0.0
52945616098e7144f9002a7e,曼牌 Mann,空调滤清器,CUK 4436,0.0,176.0,0.0
528af435098e7180590043a7,曼牌 Mann,空调滤清器,CU 4436,0.0,0.0,0.0
528af433098e7180590042e1,曼牌 Mann,空调滤清器,CUK 5366,0.0,240.0,0.0
5246c7d9098e7109280001b3,曼牌 Mann,空调滤清器,CU 5366,0.0,0.0,0.0
528af3c5098e71805900133c,曼牌 Mann,空调滤清器,CU 2949/3,0.0,74.0,0.0
528af3dd098e718059001e08,曼牌 Mann,空调滤清器,CU 19 004-2,0.0,0.0,0.0
528af43a098e7180590045e8,曼牌 Mann,空调滤清器,CU 2333,0.0,63.0,0.0
5246c923098e710928000256,曼牌 Mann,空调滤清器,CU 2445,0.0,0.0,0.0
52945570098e7144f9000d9d,曼牌 Mann,空调滤清器,CUK 2450,0.0,129.0,0.0
528af3aa098e7180590007b0,曼牌 Mann,空调滤清器,CU 1719,0.0,134.0,0.0
52945570098e7144f9000d9f,曼牌 Mann,空调滤清器,FP-A02,0.0,0.0,0.0
52945543098e7144f900056e,曼牌 Mann,空调滤清器,CUK 2318-2,0.0,0.0,0.0
5246c7da098e7109280001b9,曼牌 Mann,空调滤清器,CU 2556,0.0,0.0,0.0
5246c79b098e71092800016a,曼牌 Mann,空调滤清器,CUK 4136,0.0,320.0,0.0
528af3ad098e7180590008f0,曼牌 Mann,空调滤清器,CU 4251,0.0,120.0,0.0
5294557b098e7144f9000f31,曼牌 Mann,空调滤清器,CUK 2949-2,0.0,1150.0,0.0
5246c7e8098e7109280001cf,曼牌 Mann,空调滤清器,CU 2141,0.0,126.0,0.0
52a89b1f098e71b2e50001a9,曼牌 Mann,空调滤清器,CUK2461,0.0,0.0,0.0
5246c854098e710928000211,曼牌 Mann,空调滤清器,CU 2542-2,0.0,165.0,0.0
52945541098e7144f9000514,曼牌 Mann,空调滤清器,CUK 3023-2,0.0,192.0,0.0
5246c785098e710928000151,曼牌 Mann,空调滤清器,CUK 3037,0.0,140.0,0.0
5246c843098e710928000206,曼牌 Mann,空调滤清器,CU 2647,0.0,112.0,0.0
5246c7d5098e7109280001aa,曼牌 Mann,空调滤清器,CUK 2743,0.0,80.0,0.0
528af3a6098e7180590005e0,曼牌 Mann,空调滤清器,CUK 2842,0.0,118.0,0.0
5246c7a4098e710928000178,曼牌 Mann,空调滤清器,CU 2842,0.0,0.0,0.0
528af411098e718059003435,曼牌 Mann,空调滤清器,CU 19 003,0.0,0.0,0.0
528af3aa098e718059000792,曼牌 Mann,空调滤清器,CU 2856/1,0.0,95.0,0.0
5246c7a3098e710928000175,曼牌 Mann,空调滤清器,CU 3554,0.0,99.0,0.0
528af3aa098e7180590007a1,曼牌 Mann,空调滤清器,CU 2442,0.0,59.0,0.0
528af3c6098e718059001366,曼牌 Mann,空调滤清器,CU 1938,0.0,66.0,0.0
5294554c098e7144f900078f,曼牌 Mann,空调滤清器,CUK 2939,0.0,116.0,0.0
5246c795098e710928000160,曼牌 Mann,空调滤清器,CU 2939,0.0,98.0,0.0
52945543098e7144f900057f,曼牌 Mann,空调滤清器,CUK 22 020-2,0.0,0.0,0.0
5246c7e1098e7109280001c2,曼牌 Mann,空调滤清器,CUK 2442,0.0,129.0,0.0
528af3ab098e718059000849,曼牌 Mann,空调滤清器,CU 2856/2,0.0,101.0,0.0
5246c7ac098e710928000180,曼牌 Mann,空调滤清器,CUK 2862,0.0,83.0,0.0
528af3bc098e718059000f7b,曼牌 Mann,空调滤清器,CU 2882,0.0,0.0,0.0
5294555b098e7144f90009f5,曼牌 Mann,空调滤清器,CUK 2882,0.0,0.0,0.0
52945541098e7144f9000530,曼牌 Mann,空调滤清器,FP-GM01,0.0,0.0,0.0
5246c7e3098e7109280001c5,曼牌 Mann,空调滤清器,CU 2327-2,0.0,0.0,0.0
5294554c098e7144f9000791,曼牌 Mann,空调滤清器,FP-V05,0.0,0.0,0.0
5246c7b8098e710928000192,曼牌 Mann,空调滤清器,CU 6724,0.0,0.0,0.0
5294554c098e7144f9000774,曼牌 Mann,空调滤清器,CUK 3955,0.0,119.0,0.0
5294554b098e7144f9000757,曼牌 Mann,空调滤清器,CUK 2545,0.0,104.0,0.0
528af3cf098e718059001758,曼牌 Mann,空调滤清器,CU 2949-2,0.0,0.0,0.0
529455a6098e7144f9001709,曼牌 Mann,空调滤清器,CUK 2620,0.0,0.0,0.0
5246c779098e710928000147,曼牌 Mann,空调滤清器,CUK 2641,0.0,93.0,0.0
5246c779098e710928000146,曼牌 Mann,空调滤清器,CU 3023-2,0.0,0.0,0.0
5246c7d5098e7109280001ab,曼牌 Mann,空调滤清器,CU 2620,0.0,0.0,0.0
5246c8b3098e71092800022c,曼牌 Mann,空调滤清器,CU 3043,0.0,0.0,0.0
5294556c098e7144f9000d20,曼牌 Mann,空调滤清器,FP-A01,0.0,0.0,0.0
5246c810098e7109280001ff,曼牌 Mann,空调滤清器,CU 2545,0.0,80.0,0.0
52945582098e7144f900106a,曼牌 Mann,空调滤清器,CU 2325,0.0,60.0,0.0
5246c89c098e710928000225,曼牌 Mann,空调滤清器,CU 20 007,0.0,0.0,0.0
52945583098e7144f900109e,曼牌 Mann,空调滤清器,CU 30 002,0.0,0.0,0.0
52945587098e7144f9001123,曼牌 Mann,空调滤清器,CUK 6724,0.0,221.0,150.0
529455a8098e7144f9001761,曼牌 Mann,空调滤清器,CUK 2358,0.0,0.0,0.0
52945552098e7144f90008a1,曼牌 Mann,其他滤清器,H 2019 KIT,0.0,0.0,0.0
