ID,Mann Name,ID,LongFeng Name
52a89b83098e71b2e5000849,广汽丰田 雅力士 09款 1.6L 2008-2010,528af3a3098e718059000445,丰田(广州) 雅力士 1.6L 06/08 -> 09/10
52a89b84098e71b2e500084d,广汽丰田 汉兰达  2.7L两驱 2009-2012,528af3a2098e718059000434,丰田(广州) 汉兰达 2.7L 05/09 -> 05/12
52a89b84098e71b2e500084f,广汽丰田 汉兰达  3.5L四驱 2009-2012,528af3a2098e718059000438,丰田(广州) 汉兰达 3.5L 05/09 -> 05/12
52a89b84098e71b2e5000850,广汽丰田 汉兰达 12款 2.7L两驱 2012-,52945538098e7144f90002fa,丰田(广州) 汉兰达 2.7L 06/12->
52a89b84098e71b2e5000853,广汽丰田 逸致  1.6L 2011.06-,528af3a2098e71805900041b,丰田(广州) 逸致 1.6L 06/11 -> 
52a89b84098e71b2e5000854,广汽丰田 逸致  1.8L 2011.06-,528af3a2098e718059000423,丰田(广州) 逸致 1.8L 06/11 -> 
52a89b84098e71b2e5000855,广汽丰田 逸致  2.0L 2011.06-,528af3a2098e71805900042b,丰田(广州) 逸致 2.0L 06/11 -> 
528af3a4098e7180590004c4,保时捷(进口) 911 3.6 Carrera (993) 10/93 -> 10/97,52a89b4c098e71b2e50003f0,保时捷(进口) 911  200款 Carrera 3.6L 2009.01-
528af3a4098e7180590004d2,保时捷(进口) 911 3.6 Carrera 4 (993) 07/94 -> 10/97,52a89b4c098e71b2e50003f2,保时捷(进口) 911  200款 Carrera 4Cabriolet 3.6L 2009.01-
528af3a4098e7180590004e2,保时捷(进口) 911 3.6 Turbo (993) 03/95 -> 10/97,52a89b4c098e71b2e50003f2,保时捷(进口) 911  200款 Carrera 4Cabriolet 3.6L 2009.01-
528af3a4098e718059000502,保时捷(进口) 911 3.8 Carrera (993) 06/95 -> 10/97,52a89b4c098e71b2e50003f4,保时捷(进口) 911  200款 Carrera 4SCabriolet 3.8L 2009.01-
528af3a4098e71805900050a,保时捷(进口) 911 3.8 Carrera 4 (993) 06/95 -> 10/97,52a89b4c098e71b2e50003f8,保时捷(进口) 911  200款 Carrera SCabriolet 3.8L 2009.01-
528af3a4098e718059000512,保时捷(进口) 911 3.8 Carrera RS (993) 08/95 -> 10/97,52a89b4c098e71b2e50003f6,保时捷(进口) 911  200款 Carrera S3.8L 2009.01-
528af3a4098e71805900051a,保时捷(进口) 911 3.8 Carrera Targa (993) 05/96 -> 10/97,52a89b4c098e71b2e50003f7,保时捷(进口) 911  200款 Carrera S3.8L PCCA 2009.01-
52945539098e7144f900036e,保时捷(进口) 911 3.6 Carrera (993) 06/95->10/97,52a89b4c098e71b2e50003f5,保时捷(进口) 911  200款 Carrera Cabriolet 3.6L 2009.01-
5294553a098e7144f9000373,保时捷(进口) 911 3.6 Carrera (993) 08/95->10/97,52a89b4c098e71b2e50003f9,保时捷(进口) 911  200款 Targa 4 3.6L 2009.01-
528af3a5098e71805900055c,保时捷(进口) 911 3.8 Carrera S (997) 07/04 -> 06/08,52a89b4c098e71b2e50003fa,保时捷(进口) 911  200款 Targa 4S3.8L 2009.01-
528af3a5098e718059000562,保时捷(进口) 911 3.8 Carrera S (997/2) 06/08 -> ,52a89b4c098e71b2e50003fb,保时捷(进口) 911  200款 Turbo 3.8T 2009.01-
528af3a5098e718059000566,保时捷(进口) 911 3.8 GTS (997/2) 11/10 -> ,52a89b4c098e71b2e50003fc,保时捷(进口) 911  200款 Turbo Cabriolet 3.8T 2009.01-
528af3a5098e71805900056a,保时捷(进口) 911 3.8 Turbo (997/2) 11/09 -> ,52a89b4c098e71b2e5000400,保时捷(进口) 911  202款 Carrera S Cabriolet 3.8L 2012-
528af3a5098e718059000579,保时捷(进口) 911 3.4 Carrera (991) 10/11 -> ,52a89b4c098e71b2e50003fd,保时捷(进口) 911  202款 Carrera 3.4L 2012-
528af3a5098e718059000581,保时捷(进口) 911 3.8 Carrera S (991) 10/11 -> ,52a89b4c098e71b2e50003ff,保时捷(进口) 911  202款 Carrera S 3.8L 2012-
528af3a6098e7180590005b5,保时捷(进口) Boxster 2.7 (981) 02/12 -> ,52a89b4d098e71b2e5000408,保时捷(进口) Boxster  2012款  2.7L 2012-
528af3a6098e7180590005c7,保时捷(进口) Boxster 3.4 S (987) 07/06 -> 02/09,52a89b4c098e71b2e5000404,保时捷(进口) Boxster  2010款 Spyd 3.4L 2010.01-
528af3a6098e7180590005cd,保时捷(进口) Boxster 3.4 S (981) 02/12 -> ,52a89b4d098e71b2e5000407,保时捷(进口) Boxster  2011款  S3.4L 2011-
528af3a6098e7180590005da,保时捷(进口) 卡宴 3.2 V6 10/03 -> ,52a89b4a098e71b2e50003e2,保时捷(进口) 卡宴 03款Cayenne 3.2 V6 2003-
528af3a6098e7180590005e4,保时捷(进口) 卡宴 3.6 V6 02/07 -> ,52a89b4b098e71b2e50003e3,保时捷(进口) 卡宴 03款Cayenne 3.6 V6 2003-
528af3a6098e7180590005ec,保时捷(进口) 卡宴 4.5 V8 09/02 -> ,52a89b4b098e71b2e50003e4,保时捷(进口) 卡宴 03款Cayenne 4.5T 2003-
528af3a6098e718059000604,保时捷(进口) 卡宴 4.8  V8 S 02/07 -> ,52a89b4b098e71b2e50003e7,保时捷(进口) 卡宴 07款Cayenne 4.8 V8 02 2007-
528af3a7098e71805900060c,保时捷(进口) 卡宴 4.8 V8 GTS; Transsyberia 10/07 -> ,52a89b4b098e71b2e50003e8,保时捷(进口) 卡宴 07款Cayenne 4.8 V8 Turbo 02 2007-
528af3a7098e71805900061f,保时捷(进口) 卡宴 3.0 S Hybrid 05/10 -> ,52a89b4b098e71b2e50003e9,保时捷(进口) 卡宴 11款Cayenne 3.0L 2010.06-
528af3a7098e71805900062f,保时捷(进口) 卡宴 4.8 GTS 06/12 -> ,52a89b4b098e71b2e50003ea,保时捷(进口) 卡宴 11款Cayenne S4.8L 2010.06-
528af3a7098e718059000637,保时捷(进口) 卡宴 4.8 S 05/10 -> ,52a89b4b098e71b2e50003ec,保时捷(进口) 卡宴 11款Cayenne Turbo 4.8L 2010.06-
528af3a7098e71805900063f,保时捷(进口) 卡宴 4.8 Turbo 05/10 -> ,52a89b4b098e71b2e50003ee,保时捷(进口) 卡宴 12款Cayenne 4.8L 2012-
528af3a7098e718059000650,保时捷(进口) Cayman 2.9 (987) 02/09 -> ,52a89b4d098e71b2e500040b,保时捷(进口) Cayman  2009款  2.9L 2009.01-
528af3a7098e718059000654,保时捷(进口) Cayman 3.4 R (987) 01/11 -> ,52a89b4d098e71b2e500040e,保时捷(进口) Cayman  2011款  R 3.4L 2011-
528af3a7098e718059000658,保时捷(进口) Cayman 3.4 S (987) 11/05 -> 02/09,52a89b4d098e71b2e500040c,保时捷(进口) Cayman  2009款  S 3.4L 2009.01-
528af3a7098e71805900065e,保时捷(进口) Cayman 3.4 S Sport (987) 08/08 -> 02/09,52a89b4d098e71b2e500040c,保时捷(进口) Cayman  2009款  S 3.4L 2009.01-
528af3a7098e71805900066f,保时捷(进口) Panamera 3.6 (970) 06/10 -> ,52a89b4d098e71b2e5000410,保时捷(进口) Panamera  2010款  3.6L 2009.04-
528af3a7098e718059000675,保时捷(进口) Panamera 4.8 GTS (970) 02/12 -> ,52a89b4d098e71b2e5000412,保时捷(进口) Panamera  2010款  4S 4.8L 2009.04-
528af3a8098e71805900067b,保时捷(进口) Panamera 4.8 S/S4 (970) 09/09 -> ,52a89b4d098e71b2e5000413,保时捷(进口) Panamera  2010款  S 4.8L 2009.04-
528af3a8098e718059000681,保时捷(进口) Panamera 4.8 Turbo (970) 09/09 -> ,52a89b4d098e71b2e5000414,保时捷(进口) Panamera  2010款  Tubo 4.8L 2009.04-
528af3a8098e718059000687,保时捷(进口) Panamera 4.8 Turbo S (970) 05/11 -> ,52a89b4d098e71b2e5000416,保时捷(进口) Panamera  2011款  Tubo S 4.8L 2011-
52a89bad098e71b2e5000b84,上海通用凯迪拉克 SLS赛威 11款 2.0T 2011-,528af3aa098e71805900077f,凯迪拉克(上海通用) 赛威 2.0T 12/10 -> 
528af3aa098e718059000788,别克(上海通用) 世纪 3.0L 07/99 -> 12/02,52a89b2b098e71b2e5000235,上海通用别克 新世纪  3.0L 1999.4-2012.12
528af3aa098e7180590007a8,别克(上海通用) 凯越 1.6L 05/08 -> ,52a89b2a098e71b2e5000231,上海通用别克 凯越 新 1.6L 2008-
528af3aa098e7180590007b4,别克(上海通用) 凯越 1.8L 05/08 -> ,52a89b2b098e71b2e5000232,上海通用别克 凯越 新 1.8L 2008-
52945541098e7144f9000537,别克(上海通用) 凯越 1.6L 08/03->05/08,52a89b28098e71b2e500022a,上海通用别克 凯越  1.6L 2003.4-
52945542098e7144f9000541,别克(上海通用) 凯越 1.8L 08/03->05/08,52a89b29098e71b2e500022d,上海通用别克 凯越  1.8L 2003.8-
528af3aa098e7180590007ce,别克(上海通用) 英朗 1.6L 06/10 -> ,52a89b34098e71b2e5000261,上海通用别克 英朗GT  1.6L 2010.06-
528af3aa098e7180590007f3,别克(上海通用) 英朗 1.6L 01/10 -> ,52a89b33098e71b2e500025d,上海通用别克 英朗XT  1.6L 2010.01-
528af3ab098e718059000807,别克(上海通用) 英朗 1.8L 01/10 -> ,52a89b33098e71b2e500025f,上海通用别克 英朗XT  1.8L 2010.01-
528af3ab098e718059000814,别克(上海通用) GL8 3.0L 05/00 -> 07/05,52a89b27098e71b2e5000221,上海通用别克 GL8  3.0 2000.8-2005
528af3ab098e71805900081f,别克(上海通用) GL8 2.5L 11/05 -> 11/10,52a89b27098e71b2e500021e,上海通用别克 GL8  2.5 2000.1-2005
528af3ab098e718059000827,别克(上海通用) GL8 3.0L 07/05 -> ,52a89b28098e71b2e5000228,上海通用别克 GL8 11款 3.0 2011-
528af3ab098e718059000830,别克(上海通用) GL8 2.4L 11/10 -> ,52a89b28098e71b2e5000227,上海通用别克 GL8 11款 2.4 2011-
528af3ab098e718059000845,别克(上海通用) 君越 2.4L 03/06 -> 07/09,52a89b30098e71b2e500024c,上海通用别克 君越  2.4L 2006.12-2009
528af3ab098e71805900084d,别克(上海通用) 君越 3.0L 03/06 -> 07/09,52a89b30098e71b2e500024d,上海通用别克 君越  3.0L 2006.6-2007
528af3ac098e71805900086a,别克(上海通用) 君越 2.4L 07/09 -> ,52a89b30098e71b2e500024e,上海通用别克 君越 09款新 2.4L 2009-
528af3ac098e718059000874,别克(上海通用) 君越 3.0L 07/09 -> ,52a89b31098e71b2e500024f,上海通用别克 君越 09款新 3.0L 2009-
528af3ac098e71805900087f,别克(上海通用) 君越 2.0T 01/11 -> ,52a89b31098e71b2e5000250,上海通用别克 君越 10款新 2.0T 2010.04-
528af3ac098e718059000893,别克(上海通用) 君越 2.4L 01/11 -> ,52a89b31098e71b2e5000251,上海通用别克 君越 10款新 2.4L 2010.03-
528af3ac098e7180590008a0,别克(上海通用) 君威 2.0L 02/03 -> 12/08,52a89b2b098e71b2e5000237,上海通用别克 君威  2.0L 2002.12-2006.5
528af3ac098e7180590008a8,别克(上海通用) 君威 2.5L 12/02 -> 12/08,52a89b2c098e71b2e500023a,上海通用别克 君威  2.5L 2002.12-2008
528af3ac098e7180590008b0,别克(上海通用) 君威 3.0L 10/02 -> 05/06,52a89b2c098e71b2e500023b,上海通用别克 君威  3.0L 2002.12-2008
528af3ac098e7180590008bb,别克(上海通用) 君威 1.6T 09/09 -> ,52a89b2d098e71b2e5000240,上海通用别克 新君威 09款 1.6T 2009.12-
528af3ac098e7180590008c5,别克(上海通用) 君威 2.0L 12/08 -> ,52a89b2c098e71b2e500023d,上海通用别克 新君威 08款 2.0L 2008.12-
528af3ac098e7180590008cf,别克(上海通用) 君威 2.0T 06/09 -> ,52a89b2e098e71b2e5000243,上海通用别克 新君威 09款 2.0T 2009.12-
528af3ac098e7180590008d9,别克(上海通用) 君威 2.4L 01/11 -> ,52a89b2e098e71b2e5000244,上海通用别克 新君威 09款 2.4L 2009-
52945545098e7144f90005e0,别克(上海通用) 君威 2.4L 12/08->01/11,52a89b2d098e71b2e500023f,上海通用别克 新君威 08款 2.4L 2008.12-
528af3ad098e7180590008e6,别克(上海通用) 赛欧 1.6L 06/01 -> 02/05,52a89b26098e71b2e5000217,上海通用别克 赛欧  1.6L 2001.11-2004.12
52a89b9d098e71b2e5000a6f,吉利汽车 豪情 SRV 1.0L 1999-2004,528af3ae098e7180590009df,吉利 豪情 1.0L 01/00 -> 04/03
52a89b9e098e71b2e5000a70,吉利汽车 豪情 SRV1.3L 2002-2005,528af3af098e7180590009e5,吉利 豪情 1.3L 01/00 -> 04/03
52a89b9f098e71b2e5000a78,吉利汽车 优利欧  1.0L JL7100 2007-,528af3af098e718059000a04,吉利 优利欧 1.0L 04/02 -> 
52a89b9f098e71b2e5000a7b,吉利汽车 美日  1.5L 2004.09-2007,528af3af098e7180590009fb,吉利 美日 1.5L 07/05 -> 
52a89ba1098e71b2e5000a98,吉利汽车 金刚  1.5L 2006-2009,528af3af098e7180590009ee,吉利 金刚 1.5L 05/06 -> 
52a89ba3098e71b2e5000aad,吉利汽车 自由舰  1.3L 2006-2010,528af3ae098e7180590009d0,吉利 自由舰 1.3L 04/05 -> 
52a89ba3098e71b2e5000aae,吉利汽车 自由舰  1.6L 2006-2010,528af3ae098e7180590009d6,吉利 自由舰 1.6L 04/05 -> 
52a89ba3098e71b2e5000ab0,吉利汽车 自由舰 新 1.3L 2010-,528af3ae098e7180590009c5,吉利 美人豹 1.3L 12/03 -> 
528af3b0098e718059000ab5,名爵(上汽) 名爵 1.3L 03/11 -> ,52a89bb0098e71b2e5000be5,上海汽车名爵 名爵3 MG3 11款1.3L 2011-
528af3b0098e718059000ab9,名爵(上汽) 名爵 1.5L 03/11 -> ,52a89bb0098e71b2e5000be7,上海汽车名爵 名爵3 MG3 11款1.5L 2011-
52a89bb4098e71b2e5000c36,天津一汽夏利 雅酷 Echo  1.3L 2002-,528af3b1098e718059000b45,夏利 雅酷 1.3L 10/00 -> 09/03
528af3c4098e7180590012a0,大宇雪佛兰(进口) 蓝龙 1.6 16V 05/97 -> ,52a89b78098e71b2e50007c5,大宇（进口） 蓝龙  1.6L 1997-2005
528af408098e718059003097,奔驰(汇众) 伊斯坦纳 2.3L 01/06 -> ,52a89bb0098e71b2e5000bee,上海汇众 伊思坦纳 06款 2.3L汽 2006-2009
528af409098e7180590030a0,奔驰(福建) 唯雅诺 2.5L 01/10 -> ,52a89b46098e71b2e5000381,福建奔驰 维亚诺 Viano 唯2.5L 2010-
528af409098e7180590030b1,奔驰(福建) 威霆 2.5L 01/10 -> ,52a89b47098e71b2e5000385,福建奔驰 威霆 Vito 2.5L 2010-
529455d5098e7144f9001eec,奔驰(福建) 威霆 2.2 Turbo Diesel 01/10->,52a89b47098e71b2e5000384,福建奔驰 威霆 Vito 2.2L柴油 2010-
528af3f7098e7180590028e4,奔驰(进口)(进口) A级系列 A 160 CDI (W169) 11/04 -> ,52a89b47098e71b2e500038b,梅赛德斯-奔驰（进口） A级系列 160 1.5L 11款 2011-
528af3f7098e7180590028f6,奔驰(进口)(进口) A级系列 A 180 (W169) 04/09 -> ,52a89b47098e71b2e500038c,梅赛德斯-奔驰（进口） A级系列 180 1.7L 11款 2011-
528af3f8098e71805900294f,奔驰(进口)(进口) B级系列 B 200 (W245) 04/08 -> 08/12,52a89b47098e71b2e500038e,梅赛德斯-奔驰（进口） B级 B-Klasse 200 2.0L 09款 2009-
528af400098e718059002cef,奔驰(进口)(进口) GLK级系列 GLK 300 (204.981) 06/09 -> ,52a89b47098e71b2e5000390,梅赛德斯-奔驰（进口） GLK系列 300 2008-
528af400098e718059002cf7,奔驰(进口)(进口) GLK级系列 GLK 350 (204.956/987) 10/08 -> ,52a89b47098e71b2e5000391,梅赛德斯-奔驰（进口） GLK系列 350 2008-
528af401098e718059002d73,奔驰(进口)(进口) R级系列 R 300 (W251.054/154) 05/09 -> ,52a89b47098e71b2e500039b,梅赛德斯-奔驰（进口） R级系列 300 L 3.0L 11款 2010-
528af401098e718059002d7b,奔驰(进口)(进口) R级系列 R 350 (W251.056/065/156/165) 01/06 -> ,52a89b47098e71b2e5000397,梅赛德斯-奔驰（进口） R级系列 350 (W251) 3.5L 2006-
528af402098e718059002dda,奔驰(进口)(进口) S级系列 S 280 (W140) 06/93 -> 09/98,52a89b47098e71b2e500039f,梅赛德斯-奔驰（进口） S级系列 280 (W140) 2.8L 1993-1998
528af402098e718059002de4,奔驰(进口)(进口) S级系列 S 300 TD (W140) 05/96 -> 09/98,52a89b48098e71b2e50003a2,梅赛德斯-奔驰（进口） S级系列 300 (W140) 3.2L 1991-1998
528af402098e718059002df0,奔驰(进口)(进口) S级系列 S 320 (W140) 06/93 -> 09/98,52a89b48098e71b2e50003a3,梅赛德斯-奔驰（进口） S级系列 320 (W140) 3.2L 1993-1998
528af403098e718059002e4d,奔驰(进口)(进口) S级系列 S 280 (W220) 10/98 -> 08/05,52a89b48098e71b2e50003a0,梅赛德斯-奔驰（进口） S级系列 280 (W220) 2.8L 1999-2005
528af403098e718059002e57,奔驰(进口)(进口) S级系列 S 320 (W220) 10/98 -> 08/05,52a89b48098e71b2e50003a4,梅赛德斯-奔驰（进口） S级系列 320 (W220) 3.2L 1999-2002
528af403098e718059002e6b,奔驰(进口)(进口) S级系列 S 350 (W220) 09/02 -> 08/05,52a89b48098e71b2e50003a6,梅赛德斯-奔驰（进口） S级系列 350 (W220) 3.5L 2002.09-2005.08
528af404098e718059002e7f,奔驰(进口)(进口) S级系列 S 500 (W220.084/184) 10/98 -> 08/05,52a89b48098e71b2e50003ab,梅赛德斯-奔驰（进口） S级系列 500 (W220) 5.0L 1998.10-2005.08
529455cf098e7144f9001db4,奔驰(进口)(进口) S级系列 S 600 (W220) 01/00->08/05,52a89b49098e71b2e50003b2,梅赛德斯-奔驰（进口） S级系列 600 (W220) 5.8L 2002.9-2005.8
528af404098e718059002eb2,奔驰(进口)(进口) S级系列 S 320 CDI (W221) 12/05 -> ,52a89b48098e71b2e50003a5,梅赛德斯-奔驰（进口） S级系列 320 (W221) 3.2L 2005-
528af404098e718059002ebc,奔驰(进口)(进口) S级系列 S 350 (W221) 10/05 -> 11/10,52a89b48098e71b2e50003a9,梅赛德斯-奔驰（进口） S级系列 350 (W221) 3.5L 2005.10-
528af404098e718059002ed2,奔驰(进口)(进口) S级系列 S 500 BlueEFFICIENCY (W221) 11/10 -> ,52a89b48098e71b2e50003ac,梅赛德斯-奔驰（进口） S级系列 500 (W221) 5.0L 2005.10-
528af405098e718059002f13,奔驰(进口)(进口) SL SL 55 AMG (R129.068) 03/00 -> 08/01,52a89b49098e71b2e50003b6,梅赛德斯-奔驰（进口） SL级系列 500 (R230) 5.0 2001.10-
528af3c7098e7180590013ee,奥迪(进口) A1 1.4 TFSI (8X) 08/10 -> ,52a89b20098e71b2e50001b7,奥迪（进口） 奥迪A1 款 .4TFSI 2010-
528af3c7098e718059001405,奥迪(进口) A3 1.8 20V Turbo 12/96 -> 05/03,52a89b20098e71b2e50001bc,奥迪（进口） 奥迪A3 12款 Sportback 1.8T 2011.08-
528af3c7098e71805900140f,奥迪(进口) A3 1.8 T Quattro 12/96 -> 05/03,52a89b20098e71b2e50001ba,奥迪（进口） 奥迪A3 10款 Sportback 1.8T 2010-
528af3c7098e718059001430,奥迪(进口) A3 1.4 TFSI 09/07 -> ,52a89b20098e71b2e50001b9,奥迪（进口） 奥迪A3 10款 Sportback 1.4T 2010-
528af3ca098e718059001522,奥迪(进口) A5 1.8 TFSI (8T) 10/07 -> ,52a89b20098e71b2e50001be,奥迪（进口） 奥迪A5 08款 1.8TFSI 2007.10-
528af3ca098e71805900152a,奥迪(进口) A5 2.0 TDI (8T) 08/08 -> ,52a89b21098e71b2e50001bf,奥迪（进口） 奥迪A5 08款 2.0TDI 2008-
528af3ca098e718059001532,奥迪(进口) A5 2.0 TFSI (8T) 06/08 -> ,52a89b21098e71b2e50001c0,奥迪（进口） 奥迪A5 08款 2.0TSI 2008-
528af3ca098e718059001548,奥迪(进口) A5 3.0 TDI (8T) 06/07 -> ,52a89b21098e71b2e50001c8,奥迪（进口） 奥迪A5 10款 3.0T S Cabriolet 2010.05-
528af3ca098e718059001552,奥迪(进口) A5 3.2 FSI (8T) 06/07 -> ,52a89b21098e71b2e50001c1,奥迪（进口） 奥迪A5 08款 3.2L Coupe quattro 2008-
528af3cd098e718059001681,奥迪(进口) A6 2.5 TDI V6 (C5) 07/97 -> 01/05,52a89b22098e71b2e50001d0,奥迪（进口） 奥迪A6 TDI (C5)2.5柴 2004-
528af3cd098e7180590016cc,奥迪(进口) A7 2.8 FSI (4GA) 10/10 -> ,52a89b22098e71b2e50001d3,奥迪（进口） 奥迪A7  Sportback 2.8FSI 2011-
528af3cd098e7180590016d4,奥迪(进口) A7 3.0 TFSI (4GA) 10/10 -> ,52a89b22098e71b2e50001d4,奥迪（进口） 奥迪A7  Sportback 3.0TFSI  2011-
528af3ce098e7180590016df,奥迪(进口) A8 2.8  FSI 08/07 -> ,52a89b22098e71b2e50001db,奥迪（进口） 奥迪A8L 09款(D4) 2.8 FSI 2009-
528af3ce098e7180590016e9,奥迪(进口) A8 3.0 TDI 08/03 -> ,52a89b22098e71b2e50001dc,奥迪（进口） 奥迪A8L 09款(D4) 3.0 FSI 2009-
528af3ce098e7180590016fd,奥迪(进口) A8 3.2  FSI 06/05 -> ,52a89b22098e71b2e50001dd,奥迪（进口） 奥迪A8L 09款(D4) 3.2 FSI 2009-
528af3ce098e718059001707,奥迪(进口) A8 3.7 10/02 -> ,52a89b22098e71b2e50001d7,奥迪（进口） 奥迪A8 (D3) 3.7L 2002.11-2006.05
528af3ce098e71805900171b,奥迪(进口) A8 4.2 10/02 -> ,52a89b23098e71b2e50001e2,奥迪（进口） 奥迪A8L 10款(D4) 4.2 2010-
528af3ce098e71805900172f,奥迪(进口) A8 4.2 TDI 07/05 -> ,52a89b23098e71b2e50001e3,奥迪（进口） 奥迪A8L 10款(D4) 4.2 FSI quattro 2010-
528af3ce098e718059001743,奥迪(进口) A8 6.0 W12 12/03 -> ,52a89b23098e71b2e50001e4,奥迪（进口） 奥迪A8L 10款(D4) 6.0 W12 quattro 2010-
