ID,品牌,名称,机油容量,排量,发动机型号
52a89ae3098e71b2e500001c,上海大众汽车,上海大众汽车 新帕萨特 11款1.8TSI 2011.04-,4,,CEAA
52a89ae3098e71b2e500001e,上海大众汽车,上海大众汽车 新帕萨特 11款2.0TSI 2011.04-,4,,CGMA
52a89ae3098e71b2e5000021,上海大众汽车,上海大众汽车 桑塔纳 普 化油器 1985.05-1997.01,4,,JV
52a89ae4098e71b2e5000022,上海大众汽车,上海大众汽车 桑塔纳 普 旅行车SVW7181BD 1995-1997,4,,JV/DS
52a89ae4098e71b2e5000023,上海大众汽车,上海大众汽车 桑塔纳 98款普小电喷 GL 1997-1999,4,,AYF 
52a89ae4098e71b2e5000025,上海大众汽车,上海大众汽车 桑塔纳 99款普99新秀 GLi 1998-2003,4,,AFE,AYF
52a89ae4098e71b2e5000026,上海大众汽车,上海大众汽车 桑塔纳 00款普世纪新秀 2000-2003,4,,AFE(026N)
52a89ae5098e71b2e5000027,上海大众汽车,上海大众汽车 桑塔纳 03款普  1.6L 2003-2006,4,,AFE(026N)
52a89ae5098e71b2e5000028,上海大众汽车,上海大众汽车 桑塔纳 03款普  1.8L 2003-2006,4,,AFE(026N)
52a89ae5098e71b2e5000029,上海大众汽车,上海大众汽车 桑塔纳 06款旅行车1.8 MT 2007.01-2012,4,,BSA
52a89ae5098e71b2e500002a,上海大众汽车,上海大众汽车 桑塔纳 06款 2007.01-2012,4,,BSA
52a89ae6098e71b2e5000030,上海大众汽车,上海大众汽车 桑塔纳2000  化油器 1997.01-1999,4,,JV
52a89ae6098e71b2e5000031,上海大众汽车,上海大众汽车 桑塔纳2000  小电喷 1997-1999,4,,AFE(026N2VLS)
52a89ae6098e71b2e5000032,上海大众汽车,上海大众汽车 桑塔纳2000 时代超人VQS 1999-2004,4,,AYJ(06BC/2VQS)
52a89ae6098e71b2e5000034,上海大众汽车,上海大众汽车 桑塔纳2000 时代超人Gsi 2000-2004,4,,AYJ(06BC/2VQS)
52a89ae7098e71b2e5000035,上海大众汽车,上海大众汽车 桑塔纳2000 时代骄子MT 2000-2004,4,,AYJ(06BC/2VQS)
52a89ae7098e71b2e5000036,上海大众汽车,上海大众汽车 桑塔纳2000 时代阳光 2000-2004,4,,AYJ(06BC/2VQS)
52a89ae7098e71b2e5000038,上海大众汽车,上海大众汽车 桑塔纳3000  2004-2008,4,,AYJ,BKU,BKT
52a89ae8098e71b2e500003b,上海大众汽车,上海大众汽车 桑塔纳志俊  1.8L 2008.01-,4,,AYJ,BKT,BKU,CKZ
52a89ae8098e71b2e500003c,上海大众汽车,上海大众汽车 桑塔纳志俊  2.0L 2008.01-,4,,BTL
52a89ae8098e71b2e500003d,上海大众汽车,上海大众汽车 桑塔纳志俊  1.6L 2010-,4,,CMR
52a89ae9098e71b2e500003f,上海大众汽车,上海大众汽车 高尔  1.6L 2003.08-2005.01,4,,BHJ
52a89ae9098e71b2e5000044,上海大众汽车,上海大众汽车 高尔 波罗 1.4L 2002.01-2006.01,4,,BCC
52a89aea098e71b2e5000047,上海大众汽车,上海大众汽车 高尔 波罗 1.6L 2004-2006.01,4,,BCD
52a89aea098e71b2e5000048,上海大众汽车,上海大众汽车 高尔 07款CrosSPolo 1.6L 2006-2009.04,4,,HLD 
52a89aea098e71b2e500004b,上海大众汽车,上海大众汽车 高尔 波罗劲情 1.4L 2006-2009.04,4,,BMG,CDD
52a89aeb098e71b2e500004e,上海大众汽车,上海大众汽车 高尔 波罗劲情 1.6L 2006-2009.04,4,,BMH,CDE
52a89aeb098e71b2e500004f,上海大众汽车,上海大众汽车 高尔 波罗劲取 1.4L 2006-2009.04,4,,BMG,CDD
52a89aeb098e71b2e5000050,上海大众汽车,上海大众汽车 高尔 波罗劲取 1.6L 2006-2009.04,4,,BMH,CDE
52a89aec098e71b2e5000051,上海大众汽车,上海大众汽车 高尔 09款波罗劲情 1.4L 2009.05-2010,4,,CDD,EA111
52a89aec098e71b2e5000052,上海大众汽车,上海大众汽车 高尔 09款波罗劲情 1.6L 2009.05-2010,4,,CDE,EA111
52a89aec098e71b2e5000053,上海大众汽车,上海大众汽车 高尔 09款波罗劲取 1.4L 2009.05-2010,4,,CDD,EA111
52a89aed098e71b2e5000054,上海大众汽车,上海大众汽车 高尔 09款波罗劲取 1.6L 2009.05-2010,4,,CDE,EA111
52a89aed098e71b2e5000056,上海大众汽车,上海大众汽车 新波罗 10款 1.4L 2010.01-2010.12,4,,CLPA,EA111
52a89aee098e71b2e5000057,上海大众汽车,上海大众汽车 新波罗 10款 1.6L 2010.01-2010.12,4,,CLSA,EA111
52a89aee098e71b2e5000058,上海大众汽车,上海大众汽车 新波罗 11款 1.4L 2010.12-,4,,CLPA,EA111
52a89aee098e71b2e5000059,上海大众汽车,上海大众汽车 新波罗 11款 1.6L 2010.12-,4,,CLSA,EA111
52a89aee098e71b2e500005b,上海大众汽车,上海大众汽车 朗逸 08款 1.6L 2008.06-2009.04,4,,CDE
52a89aef098e71b2e500005d,上海大众汽车,上海大众汽车 朗逸 08款 2.0L 2008.06-2010.08,4,,CEN
52a89aef098e71b2e500005e,上海大众汽车,上海大众汽车 朗逸 09款 1.6L 2009.5-2010.08,4,,CDE,EA111
52a89aef098e71b2e500005f,上海大众汽车,上海大众汽车 朗逸 09款 1.4TSI 2009.7-2012.08,4,,CFB
52a89af0098e71b2e5000060,上海大众汽车,上海大众汽车 朗逸 10款 1.6L 2010-2012.08,4,,CLS
52a89af0098e71b2e5000061,上海大众汽车,上海大众汽车 朗逸 11款 1.6L 2010-2012.08,4,,CFN
52a89af0098e71b2e5000062,上海大众汽车,上海大众汽车 朗逸 11款 2.0L 2010.08-2012.08,4,,CEN
52a89af1098e71b2e5000067,上海大众汽车,上海大众汽车 途安  2.0L 2004-2008,4,,BJZ,CGZ
52a89af1098e71b2e500006a,上海大众汽车,上海大众汽车 途安  2.0L 2009-,4,,CGZ
52a89af1098e71b2e500006b,上海大众汽车,上海大众汽车 途安  1.8L 2004-2008,4,,BPL,CFU
52a89af2098e71b2e500006c,上海大众汽车,上海大众汽车 途安  1.8T 2004-2008,4,,BPL,CFU
52a89af2098e71b2e500006d,上海大众汽车,上海大众汽车 途安 新 1.4TSI 2010.12-,4,,CFB,EA111
52a89af3098e71b2e5000070,上海大众汽车,上海大众汽车 途观  1.8TSI两驱 2010.03-,4,,CEA,EA888
52a89af3098e71b2e5000072,上海大众汽车,上海大众汽车 途观  1.8TSI四驱 2010.03-,4,,CEA,EA888
52a89af3098e71b2e5000073,上海大众汽车,上海大众汽车 途观  2.0TSI四驱 2010.03-,4,,CGM,EA888
52a89af4098e71b2e5000076,一汽大众,一汽大众 捷达 (电喷) 1.6L 1997-,4,,City/CIXN/GIX/Ati
52a89af4098e71b2e5000078,一汽大众,一汽大众 捷达 (电喷) 1.6L 2001-,4,,AT/City Sunny/GT
52a89af4098e71b2e5000079,一汽大众,一汽大众 捷达 王 1.6L1.8L 2001-,4,,2V/5V
52a89af5098e71b2e500007a,一汽大众,一汽大众 捷达 1.9 SDI柴 2004-,4,,SDI
52a89af5098e71b2e5000084,一汽大众,一汽大众 宝来  1.6L 2003-2006,4,,L4 
52a89af6098e71b2e5000085,一汽大众,一汽大众 宝来  1.8L 2003-2006,4,,BAF
52a89af6098e71b2e5000086,一汽大众,一汽大众 宝来  1.8T 2004-,4,,L4 
52a89af6098e71b2e5000088,一汽大众,一汽大众 宝来  TDI 柴 1.9 2004-,4,,TDI 
52a89af7098e71b2e5000089,一汽大众,一汽大众 宝来 HS 1.6L两厢 2006-,4,,SMFi
52a89af7098e71b2e500008a,一汽大众,一汽大众 宝来 HS 1.8L两厢 2006-,4,,SMFi
52a89af8098e71b2e500008b,一汽大众,一汽大众 宝来 09款 2.0L 2008-,4,,L4 
52a89af8098e71b2e500008c,一汽大众,一汽大众 宝来 09款新 1.6L 2009-,4,,L4 
52a89af8098e71b2e500008d,一汽大众,一汽大众 宝来 09款新 1.4TSI 2009.12-,4,,EA111
52a89af9098e71b2e5000091,一汽大众,一汽大众 高尔夫  1.6L 2006-,4,,SDHCSEFI 2V
52a89af9098e71b2e5000092,一汽大众,一汽大众 高尔夫  1.8L 5V 2006-,4,,SDHCSEFI 
52a89afa098e71b2e5000093,一汽大众,一汽大众 高尔夫  2.0L 2006-,4,,SDHCSEFI 
52a89afa098e71b2e5000094,一汽大众,一汽大众 高尔夫 GTI 2.0TSI 2010-,4,,EA888
52a89afb098e71b2e5000096,一汽大众,一汽大众 高尔夫6  1.4TSI 2009-,4,,EA111
52a89afb098e71b2e5000098,一汽大众,一汽大众 高尔夫6  1.L 2009-,4,,EA111
52a89afb098e71b2e500009a,一汽大众,一汽大众 开迪  1.6L SDI汽油车 2005.03-,4,,BRY
52a89afc098e71b2e500009b,一汽大众,一汽大众 开迪  2.0L SDI柴油车 2004.12-,4,,BDJ
52a89afc098e71b2e500009d,一汽大众,一汽大众 速腾  1.4TSI 2010-,4,,EA111
52a89afc098e71b2e500009e,一汽大众,一汽大众 速腾  1.6L 2006-,4,,EA113
52a89afd098e71b2e500009f,一汽大众,一汽大众 速腾  1.8TSI 2009-,4,,EA888
52a89afd098e71b2e50000a1,一汽大众,一汽大众 速腾  2.0L 2006-,4,,L4
52a89afe098e71b2e50000a3,一汽大众,一汽大众 迈腾  2.0L 2007-,4,,BJZ 
52a89afe098e71b2e50000a4,一汽大众,一汽大众 迈腾  2.0TSI 2007-,4,,EA888
52a89afe098e71b2e50000a5,一汽大众,一汽大众 迈腾  1.8TSI 2009-,4,,EA888
52a89aff098e71b2e50000a6,一汽大众,一汽大众 迈腾  1.4TSI 2010.04-,4,,EA111
52a89aff098e71b2e50000a8,一汽大众,一汽大众 新迈腾 B7L 1.4TSI 2011.07-,4,,EA111
52a89aff098e71b2e50000a9,一汽大众,一汽大众 新迈腾 B7L 1.8TSI 2011.07-,4,,EA888
52a89aff098e71b2e50000aa,一汽大众,一汽大众 新迈腾 B7L 2.0TSI 2011.07-,4,,EA888
52a89b00098e71b2e50000ad,一汽大众,一汽大众 CC  1.8TSI 2010-,4,,EA888
52a89b00098e71b2e50000ae,一汽大众,一汽大众 CC  2.0TSI 2010-,4,,EA888
52a89b00098e71b2e50000b2,大众（进口）,大众（进口） 甲壳虫 01款 1.6L 2001-,4,,AWH,ADY,BFS
52a89b01098e71b2e50000b4,大众（进口）,大众（进口） 甲壳虫 02款 2.0L 2002-,4,,AEG,PK,QY,ZJ
52a89b01098e71b2e50000b5,大众（进口）,大众（进口） 甲壳虫 05款 1.8T 2005-,4,,APH,AVC,AWU
52a89b02098e71b2e50000b6,大众（进口）,大众（进口） 甲壳虫 07款 1.8T 2007-,4,,BAM
52a89b02098e71b2e50000bb,大众（进口）,大众（进口） 甲壳虫 10款 1.8T 2010-,4,,AUQ
52a89b03098e71b2e50000c4,大众（进口）,大众（进口） EOS 08款 2.0TFI 2008.01-,4,,EA888,BWA
52a89b03098e71b2e50000c5,大众（进口）,大众（进口） EOS 10款 2.0TI 2010.05-,4,,EA888
52a89b03098e71b2e50000d1,大众（进口）,大众（进口） 高尔夫 R 2.0TSI 2011.07-,4,,EA113 
52a89b04098e71b2e50000d5,大众（进口）,大众（进口） 迈腾 07款 3.2L V6四驱 2007.01-,4,,FSI V6
52a89b05098e71b2e50000e4,大众（进口）,大众（进口） 途观(途欢) 09款 2.0TSI 2009-,4,,EA888
52a89b05098e71b2e50000e5,大众（进口）,大众（进口） 途观(途欢) 11款 2.0TSI R-Line 2011-,4,,EA888
52a89b05098e71b2e50000e8,大众（进口）,大众（进口） 途锐 03款 3.2L V6 2003-,4,,AZZ,BAA,BRS
52a89b05098e71b2e50000e9,大众（进口）,大众（进口） 途锐 05款 3.2L V6 2005-,4,,BMV,BMX,BKJ,BRJ
52a89b06098e71b2e50000ea,大众（进口）,大众（进口） 途锐 05款 4.2L V8 2005-,4,,AXQ,BHX
52a89b07098e71b2e5000122,大众（进口）,大众（进口） Variant 10款 2.0TSI 2010.08-,4,,EA888
52a89b09098e71b2e5000128,上海大众斯柯达,上海大众斯柯达 明锐 09款 1.6L 2009.05-2010,4,,CDFA,EA111
52a89b09098e71b2e5000129,上海大众斯柯达,上海大众斯柯达 明锐 10款RS 2.0T 2009-,4,,CGM,EA888
52a89b0a098e71b2e500012b,上海大众斯柯达,上海大众斯柯达 明锐 10款11款 1.6L 2010-,4,,CLRA,EA111
52a89b0b098e71b2e5000130,上海大众斯柯达,上海大众斯柯达 晶锐 09款 1.4L 2009.5-,4,,CDD,EA111
52a89b0b098e71b2e5000131,上海大众斯柯达,上海大众斯柯达 晶锐 09款 1.6L 2009.5-,4,,CDE,EA111
52a89b0c098e71b2e5000132,上海大众斯柯达,上海大众斯柯达 晶锐 10款11款12款 1.4L 2010-,4,,CLP,EA111
52a89b0c098e71b2e5000133,上海大众斯柯达,上海大众斯柯达 晶锐 10款11款12款 1.6L 2010-,4,,CLS,EA111
52a89b0e098e71b2e500013f,一汽奥迪,一汽奥迪 奥迪100 (C4) .8L 1993.12-1998.07,4,,JW4缸
52a89b0e098e71b2e5000141,一汽奥迪,一汽奥迪 奥迪100 (C4) 2.2E 1992.01-1998.12,4,,PR 5缸
52a89b0f098e71b2e5000146,一汽奥迪,一汽奥迪 奥迪200 (C3) 18TL 1995.05-1999.09,4,,AFM
52a89b0f098e71b2e500014a,一汽奥迪,一汽奥迪 奥迪200 (C3) .6L 1995.11-1999.09,4,,ACZ
52a89b10098e71b2e5000155,一汽奥迪,一汽奥迪 奥迪A4 (B6) 2.L 加长型 2004.03-2005,4,,DOHC
52a89b11098e71b2e500015d,一汽奥迪,一汽奥迪 奥迪A4 (B7) 2.0T FSI 2005.09-2008.06,4,,BGB,BWE
52a89b11098e71b2e5000160,一汽奥迪,一汽奥迪 奥迪A4 (B7) 3.0Lquattro 2005.07-2008,4,,BBJ
52a89b12098e71b2e500016a,一汽奥迪,一汽奥迪 奥迪A4L(B8) 10款 3.2 FSI quattro 2010-,4,,CAL 
52a89b13098e71b2e500016e,一汽奥迪,一汽奥迪 奥迪A4L(B8) 11款 2.0TFSI 2011-,4,,EA888
52a89b15098e71b2e5000187,一汽奥迪,一汽奥迪 奥迪A6(C5)  2.8L 1999.9-2006.02,4,,ATX
52a89b15098e71b2e500018d,一汽奥迪,一汽奥迪 奥迪A6L(C6) 05款 3.0 2005-,4,,BKB
52a89b16098e71b2e5000190,一汽奥迪,一汽奥迪 奥迪A6L(C6) 0款 2.4 2006-,4,,BDW
52a89b17098e71b2e5000192,一汽奥迪,一汽奥迪 奥迪A6L(C6) 0款 3.2 2006-,4,,AUK FSI 
52a89b18098e71b2e5000195,一汽奥迪,一汽奥迪 奥迪A6L(C6) 08款 2.4 2008-,4,,V6
52a89b19098e71b2e5000197,一汽奥迪,一汽奥迪 奥迪A6L(C6) 09款 2.0T 2009-,4,,BPJ FSI
52a89b19098e71b2e5000198,一汽奥迪,一汽奥迪 奥迪A6L(C6) 09款 2.4 2009-,4,,V6 
52a89b1a098e71b2e500019a,一汽奥迪,一汽奥迪 奥迪A6L(C6) 09款 3.0 TFSI quattro 2009-,4,,V6 FSI
52a89b1b098e71b2e500019b,一汽奥迪,一汽奥迪 奥迪A6L(C6) 10款 2.0 TFSI 2010-,4,,BPJ 
52a89b1b098e71b2e500019c,一汽奥迪,一汽奥迪 奥迪A6L(C6) 10款 2.4 2010-,4,,BDW
52a89b1b098e71b2e500019d,一汽奥迪,一汽奥迪 奥迪A6L(C6) 10款 2.7 TDI 柴 2010-,4,,TDI 
52a89b1c098e71b2e500019e,一汽奥迪,一汽奥迪 奥迪A6L(C6) 10款 2.8 FSI 2010-,4,,CCE
52a89b1c098e71b2e500019f,一汽奥迪,一汽奥迪 奥迪A6L(C6) 10款 2.8 FSI quattro 2010-,4,,CCE
52a89b1c098e71b2e50001a0,一汽奥迪,一汽奥迪 奥迪A6L(C6) 10款 3.0 TFSI quattro 2010-,4,,CAJ 
52a89b1d098e71b2e50001a1,一汽奥迪,一汽奥迪 奥迪A6L(C6) 11款 2.0 TFSI 2011.01-,4,,EA888 
52a89b1d098e71b2e50001a2,一汽奥迪,一汽奥迪 奥迪A6L(C6) 11款 2.4 2011.01-,4,,BDW
52a89b1d098e71b2e50001a3,一汽奥迪,一汽奥迪 奥迪A6L(C6) 11款 2.7 TDI 柴 2011.01-,4,,CAN
52a89b1e098e71b2e50001a4,一汽奥迪,一汽奥迪 奥迪A6L(C6) 11款 2.8 FSI 2011.01-,4,,CCE 
52a89b1e098e71b2e50001a5,一汽奥迪,一汽奥迪 奥迪A6L(C6) 11款 2.8 FSI quattro 2011.01-,4,,CCE 
52a89b1e098e71b2e50001a6,一汽奥迪,一汽奥迪 奥迪A6L(C6) 11款 3.0 TFSI quattro 2011.01-,4,,CAJ 
52a89b1f098e71b2e50001a8,一汽奥迪,一汽奥迪 奥迪A6L(C7) 12款 2.0TFSI（TFSI） 2012-03-,4,,
52a89b20098e71b2e50001bb,奥迪（进口）,奥迪（进口） 奥迪A3 12款 Sportback 1.4T 2011.08-,4,,EA111
52a89b21098e71b2e50001c2,奥迪（进口）,奥迪（进口） 奥迪A5 08款 3.2L Coupe 2008-,4,,CAL 
52a89b21098e71b2e50001c3,奥迪（进口）,奥迪（进口） 奥迪A5 09款 2.0T Coupe 2009-,4,,EA888 
52a89b21098e71b2e50001c5,奥迪（进口）,奥迪（进口） 奥迪A5 10款 2.0T Cabriolet 2010-,4,,EA888 
52a89b21098e71b2e50001c6,奥迪（进口）,奥迪（进口） 奥迪A5 10款 2.0T Coupe 2010-,4,,EA888 
52a89b21098e71b2e50001c7,奥迪（进口）,奥迪（进口） 奥迪A5 10款 2.0T Sportback 2010.05-,4,,EA888 
52a89b21098e71b2e50001ca,奥迪（进口）,奥迪（进口） 奥迪A5 10款 3.2L Coupe quattro 2010.05-,4,,CAL
52a89b22098e71b2e50001d9,奥迪（进口）,奥迪（进口） 奥迪A8 (D3) 4.2L quattro 2002.11-2006.05,4,,BFM,DOHC
52a89b23098e71b2e50001e8,奥迪（进口）,奥迪（进口） 奥迪S8 09款 5.2FI 2009-,4,,BSM
52a89b24098e71b2e50001f3,奥迪（进口）,奥迪（进口） 奥迪TT 07款 coupe 3.2 quattro  2007-,4,,FSI
52a89b25098e71b2e500020a,奥迪（进口）,奥迪（进口） 奥迪Q7 0款 3.6 FSI V6 quattro 2007-,4,,BHK
52a89b25098e71b2e500020b,奥迪（进口）,奥迪（进口） 奥迪Q7 0款 4.2 FSI V8 quattro 2007-,4,,BAR
52a89b25098e71b2e500020c,奥迪（进口）,奥迪（进口） 奥迪Q7 09款 3.6 FSI V6 quattro 2009-,4,,BHK
52a89b26098e71b2e500021c,上海通用别克,上海通用别克 赛欧 SRV 1.6L 2001.11-2004.12,4,,SOHCL01 
52a89b27098e71b2e5000222,上海通用别克,上海通用别克 GL8 陆尊 2.5 2005-2008,4,,V6
52a89b27098e71b2e5000223,上海通用别克,上海通用别克 GL8 陆尊 3.0 2005-2008,4,,SFI VVT ECM 
52a89b29098e71b2e500022e,上海通用别克,上海通用别克 凯越 HRV 1.6L 2004.10-,4,,TWIN-TECSFI
52a89b29098e71b2e500022f,上海通用别克,上海通用别克 凯越 HRV 1.8L 2004.10-,4,,TWIN-TECSFI 
52a89b2a098e71b2e5000230,上海通用别克,上海通用别克 凯越 旅行车 1.8L 2005.11-,4,,TWIN-TECSFI 
52a89b2d098e71b2e5000242,上海通用别克,上海通用别克 新君威 09款 2.0L 2009-,4,,ECO TEC
52a89b2e098e71b2e5000245,上海通用别克,上海通用别克 新君威 10款 1.6T世博版 2009.12-,4,,Turbo 
52a89b2e098e71b2e5000246,上海通用别克,上海通用别克 新君威 10款 2.0L世博版 2009.12-,4,,ECO TEC
52a89b2f098e71b2e5000247,上海通用别克,上海通用别克 新君威 10款 2.0T世博版 2009.12-,4,,Turbo DI
52a89b2f098e71b2e5000248,上海通用别克,上海通用别克 新君威 10款 2.4L 2009.12-,4,,ECO TEC
52a89b2f098e71b2e5000249,上海通用别克,上海通用别克 新君威 10款 2.4L世博版 2009.12-,4,,ECO
52a89b2f098e71b2e500024a,上海通用别克,上海通用别克 新君威 11款GS 2.0T 2011-,4,,SIDI
52a89b31098e71b2e5000252,上海通用别克,上海通用别克 君越 10款新 3.0L 2010.03-,4,,SIDI
52a89b32098e71b2e5000253,上海通用别克,上海通用别克 君越 11款新 2.0T 2011-,4,,SIDI
52a89b32098e71b2e5000254,上海通用别克,上海通用别克 君越 11款新 2.4L 2011-,4,,LAF 
52a89b33098e71b2e500025e,上海通用别克,上海通用别克 英朗XT  1.6 2010.01-,4,,Turbo
52a89b34098e71b2e5000262,上海通用别克,上海通用别克 英朗GT  1.6 2010.05/2011.05,4,,Turbo
52a89b34098e71b2e5000263,上海通用别克,上海通用别克 英朗GT  1.8L 2010.06-,4,,Ecotec
52a89b35098e71b2e500026b,上海通用雪佛兰,上海通用雪佛兰 赛欧  1.6L 2005-2010,4,,L4 
52a89b36098e71b2e5000276,上海通用雪佛兰,上海通用雪佛兰 乐骋 新 1.4L 2009-,4,,Twin-Tec
52a89b37098e71b2e5000277,上海通用雪佛兰,上海通用雪佛兰 乐骋 新 1.6L 2009-,4,,Twin-Tec
52a89b39098e71b2e5000287,上海通用雪佛兰,上海通用雪佛兰 景程 新 2.0L 2007.3-,4,,D-TEC
52a89b39098e71b2e5000288,上海通用雪佛兰,上海通用雪佛兰 景程 新 1.8L 2009.10-,4,,Ecotec
52a89b3a098e71b2e500028c,上海通用雪佛兰,上海通用雪佛兰 科鲁兹  1.6L 变形金刚限量版 2011.07-,4,,
52a89b3b098e71b2e500028e,上海通用雪佛兰,上海通用雪佛兰 科鲁兹  1.6T 变形金刚限量版 2011.07-,4,,LLU
52a89b3b098e71b2e500028f,上海通用雪佛兰,上海通用雪佛兰 科鲁兹  1.8L 2010.11-,4,,Ecotec
52a89b3c098e71b2e5000298,雪佛兰（进口）,雪佛兰（进口） 科帕奇 08款 2.4L 2008-,4,,L4 DOHC
52a89b3d098e71b2e500029a,雪佛兰（进口）,雪佛兰（进口） 科帕奇 10款 2.4L 2010-,4,,L4 DOHC
52a89b3d098e71b2e50002b3,华晨宝马,华晨宝马 3系 宝马20i(E90) 2.0L 2005.12-,4,,L4
52a89b43098e71b2e500032c,宝马（进口）,宝马（进口） X5系列  4.4 (E3) 2000.05-,4,,M62B44
52a89b43098e71b2e500032d,宝马（进口）,宝马（进口） X5系列  4.6iSHP (E3) 2002.02-,4,,M62B46
52a89b44098e71b2e5000341,迷你(进口),迷你(进口) Mini Cooper II Clubman 1.6(R55R56R57) 2008-,4,,N12B16A
52a89b44098e71b2e5000343,迷你(进口),迷你(进口) Mini Cooper II Clubman 1.6ST(R55R56R57) 2008-,4,,N14B16A
52a89b4e098e71b2e5000433,北汽制造,北汽制造 陆霸 2700  2003.01-,4,,3RZ－FE
52a89b4e098e71b2e5000435,北汽制造,北汽制造 陆霸 3000  2003.01-,4,,3RZ－FE6
52a89b4e098e71b2e5000447,北汽制造,北汽制造 陆铃 速骏 BJ6520 2005.01-,4,,XG491Q-ME
52a89b4e098e71b2e5000449,北汽制造,北汽制造 陆铃 速骏 BJ6520MFB 2005.01-,4,,4G20 D4
52a89b4f098e71b2e500044c,北汽制造,北汽制造 陆铃 皮卡 2.2L BJ2031HMD 2005.01-,4,,4G22D4 
52a89b4f098e71b2e500044e,北汽制造,北汽制造 陆铃 皮卡 2.2L BJ1021MT42  2005.01-,4,,XG491Q-ME
52a89b4f098e71b2e5000450,北汽制造,北汽制造 陆铃 皮卡 2.2L BJ1021MF2 2005.01-,4,,XG491Q-ME
52a89b4f098e71b2e5000457,北汽制造,北汽制造 域胜 007 2.0L 两驱 2011-,4,,4G20D4 
52a89b4f098e71b2e500045b,北汽制造,北汽制造 骑士 S12 2.0L 两驱 2011-,4,,4G20D4 
52a89b4f098e71b2e500045c,北汽制造,北汽制造 骑士 S12 2.0L 四驱 2011-,4,,4G20D4 
52a89b4f098e71b2e500045d,北汽制造,北汽制造 骑士 S12 2.2L 四驱 2011-,4,,4G22D4 
52a89b51098e71b2e5000476,东风本田,东风本田 CR-V 10款- 2.0L四驱 2010.03-,4,,R20A1 
